name,age,height_cm,weight_kg,overall,value_eur,preferred_foot,team_position,shooting,passing,defending,attacking_crossing,attacking_finishing,attacking_heading_accuracy,skill_dribbling,skill_curve,skill_fk_accuracy,skill_ball_control,movement_sprint_speed,movement_reactions,power_jumping,power_stamina,power_strength
A. Ajagun,27,168,65,67,875000,Right,SUB,68,57,20,50,65,48,70,42,33,70,78,65,88,80,54
N. Fujimoto,30,175,69,68,875000,Right,SUB,68,55,29,42,69,57,64,61,56,69,75,68,66,68,64
A. Ríos,30,178,78,68,875000,Right,SUB,68,62,32,56,71,66,70,70,56,69,66,67,76,70,75
Y. Jarju,23,182,66,66,900000,Right,SUB,68,54,21,40,70,68,62,57,48,64,73,61,67,70,58
K. Sugimoto,27,187,79,67,900000,Right,SUB,68,55,23,39,68,63,65,53,34,66,73,66,74,71,81
E. Berggreen,27,194,89,67,900000,Right,SUB,68,52,30,32,72,77,63,64,68,65,37,66,68,55,90
A. Sadiku,29,183,80,68,900000,Right,SUB,68,50,38,39,69,67,63,54,32,68,72,65,67,58,77
S. Schimmer,26,185,75,67,925000,Right,SUB,68,41,29,33,72,65,59,57,36,64,64,65,82,65,77
A. Pavlović,26,189,76,67,925000,Left,SUB,68,54,28,58,68,67,63,43,26,68,68,63,63,70,72
S. Bakış,26,188,80,67,925000,Right,SUB,68,49,29,35,71,75,60,34,30,68,34,69,45,50,77
B. Zolinski,28,181,78,68,925000,Right,SUB,68,61,61,64,69,54,66,63,50,67,70,70,74,94,76
Diogo Salomão,31,174,66,69,925000,Left,SUB,68,67,43,69,67,55,70,70,66,71,69,65,49,68,65
R. Kruse,31,179,70,69,925000,Right,SUB,68,66,40,69,70,52,68,69,54,67,73,69,72,61,54
M. Smith,31,198,91,69,950000,Left,SUB,68,49,39,40,69,91,43,50,35,68,46,71,60,66,93
D. Henen,24,185,80,67,1000000,Right,SUB,68,59,26,65,66,54,73,51,52,71,77,56,66,57,69
W. Togui,23,181,81,67,1000000,Right,SUB,68,54,21,65,67,61,61,43,48,63,76,67,79,65,76
K. Laribi,29,175,67,69,1000000,Right,SUB,68,70,47,66,68,50,73,66,71,74,80,72,63,75,56
Y. Toyokawa,25,171,64,68,1100000,Right,SUB,68,55,21,45,69,67,65,67,71,67,75,69,85,72,53
Y. Segawa,26,170,67,68,1100000,Right,SUB,68,61,32,64,68,56,70,62,42,68,80,62,71,59,59
B. Başaçıkoğlu,25,179,70,68,1100000,Right,SUB,68,61,45,61,66,60,75,77,66,73,83,55,89,62,43
Gustavo,26,189,76,68,1100000,Right,SUB,68,46,24,41,73,76,62,34,35,64,68,60,67,59,74
M. Koné,28,176,69,69,1100000,Right,SUB,68,57,31,53,69,62,73,50,56,70,80,65,80,67,73
T. Bradshaw,27,178,71,69,1100000,Right,SUB,68,49,30,45,72,69,63,38,35,69,78,69,80,85,71
J. Sambia,23,185,73,68,1200000,Right,SUB,68,71,63,76,64,59,73,73,75,68,78,65,79,73,68
S. Gallagher,24,193,75,68,1200000,Right,SUB,68,54,45,63,68,74,67,54,43,58,73,67,75,71,78
D. Otto,21,185,82,67,1300000,Right,SUB,68,53,27,50,70,64,68,47,34,68,69,59,70,71,68
N. Leguizamón,25,180,75,69,1300000,Right,SUB,68,47,27,35,71,71,69,41,33,67,70,67,80,71,74
J. Ngankam,19,182,80,66,1400000,Right,SUB,68,59,26,68,73,58,72,45,41,65,74,60,62,65,75
J. Vivar,21,166,66,68,1400000,Left,SUB,68,55,31,59,74,58,73,44,35,68,76,68,65,75,72
Z. Bakkali,24,168,70,69,1400000,Right,SUB,68,62,19,63,65,28,77,78,67,75,73,57,75,38,62
A. Onaiwu,24,180,75,69,1400000,Right,SUB,68,52,38,34,69,64,64,34,39,64,79,67,85,72,74
M. Spielmann,24,181,75,69,1400000,Right,SUB,68,64,36,67,66,59,68,68,64,70,87,58,52,71,63
J. Mees,24,180,76,69,1400000,Right,SUB,68,63,21,62,70,48,73,66,45,69,60,65,67,66,59
G. Engvall,24,184,85,69,1400000,Right,SUB,68,56,31,61,72,61,69,52,48,72,74,64,66,74,76
R. Márquez,22,184,83,68,1500000,Right,SUB,68,53,26,51,72,75,63,38,25,68,69,56,70,51,69
G. Moncini,24,183,75,69,1500000,Right,SUB,68,54,37,42,72,70,64,55,49,66,72,71,73,69,66
L. Lamprou,22,178,76,69,1500000,Right,SUB,68,59,31,57,70,61,67,61,49,72,84,66,58,73,64
G. Pușcaș,24,188,78,69,1500000,Right,SUB,68,51,36,47,68,70,65,62,62,64,66,69,60,60,77
M. Berisha,22,186,79,69,1500000,Right,SUB,68,62,30,62,70,62,69,65,68,71,76,67,69,69,74
J. Muleka,20,182,77,68,1600000,Right,SUB,68,58,21,62,70,61,72,58,53,67,77,56,76,63,68
J. Arias,22,168,70,69,1600000,Right,SUB,68,66,34,67,67,38,67,61,63,69,82,65,70,78,73
M. Çağıran,27,181,82,70,1600000,Right,SUB,68,66,70,62,63,76,70,71,72,70,62,70,82,74,79
M. Retegui,21,186,81,68,1700000,Right,SUB,68,47,33,29,73,72,66,40,31,68,65,64,75,65,78
S. Díaz,22,170,70,69,1700000,Right,SUB,68,59,38,50,69,53,73,70,73,73,74,65,49,68,69
A. Niangbo,20,172,67,69,1800000,Right,SUB,68,54,23,48,73,59,74,53,32,70,90,66,81,68,51
E. Kachunga,28,178,74,70,1800000,Right,SUB,68,63,45,66,68,72,70,66,40,69,77,70,78,79,70
Sabin Merino,28,187,78,70,1800000,Right,SUB,68,65,56,65,69,80,73,67,66,71,75,71,61,43,67
J. Hugill,28,183,85,70,1800000,Right,SUB,68,52,38,53,72,78,65,55,35,67,72,66,85,83,83
L. Traoré,19,183,80,68,1900000,Right,SUB,68,52,28,47,68,60,70,55,44,68,77,64,85,64,84
D. Frattesi,20,184,74,69,1900000,Right,SUB,68,68,61,62,68,58,72,66,60,72,74,70,70,75,60
T. Weah,20,183,66,68,2000000,Right,SUB,68,59,30,55,70,67,70,63,41,66,85,59,68,57,63
D. Turnbull,20,185,75,69,2000000,Right,SUB,68,70,57,62,66,48,69,67,70,72,71,64,61,75,66
M. Fernández,31,169,67,71,2100000,Right,SUB,68,64,32,68,68,48,73,53,42,71,82,64,56,69,63
K. Adeyemi,18,177,68,69,2200000,Left,SUB,68,63,23,61,69,62,75,66,59,73,88,63,83,58,56
E. López,25,167,67,70,2200000,Left,SUB,68,68,34,65,65,41,76,65,64,74,74,53,68,64,54
A. Trondsen,25,183,78,70,2300000,Left,SUB,68,70,66,68,64,50,69,68,68,69,78,69,56,82,70
Y. Shakhov,29,189,81,71,2300000,Right,SUB,68,67,65,51,70,65,72,68,52,73,69,66,57,67,73
Léo Matos,34,182,81,75,2300000,Right,SUB,68,71,72,76,68,72,75,62,67,75,79,67,73,78,75
E. Başsan,28,177,66,71,2400000,Left,SUB,68,69,22,71,66,51,73,72,72,73,78,64,71,62,53
Víctor Vázquez,33,176,76,73,2400000,Right,SUB,68,77,47,72,66,49,74,78,73,78,45,66,37,48,66
Clayton Fildeiras,24,172,69,71,2600000,Right,SUB,68,69,46,56,66,62,72,71,74,75,76,75,72,80,66
K. Monnet-Paquet,31,184,81,72,2700000,Right,SUB,68,70,52,73,67,63,70,68,58,70,74,70,66,74,71
F. Ayé,23,184,75,70,2800000,Right,SUB,68,52,24,36,71,69,66,48,48,66,82,63,73,73,74
C. Ekuban,26,182,80,71,2900000,Right,SUB,68,63,26,68,68,69,74,72,50,72,79,68,82,81,80
P. López,23,169,63,71,3000000,Right,SUB,68,67,35,65,68,50,72,60,58,77,70,68,60,70,65
J. Dompé,24,170,65,71,3000000,Right,SUB,68,71,37,80,59,41,75,81,75,70,72,65,80,58,51
C. Jean,24,170,70,71,3000000,Right,SUB,68,68,31,73,67,61,72,68,59,70,76,69,34,61,53
Álvaro Jiménez,25,175,71,71,3000000,Right,SUB,68,67,46,70,67,48,70,74,49,68,78,66,54,80,60
Jota,29,180,70,72,3000000,Left,SUB,68,72,31,73,71,43,73,74,69,78,68,68,48,62,61
T. Roberts,21,180,75,70,3100000,Right,SUB,68,64,35,62,70,64,72,57,42,73,79,63,60,74,75
O. Bayram,28,173,73,72,3100000,Left,SUB,68,73,64,78,63,50,74,79,74,74,77,71,82,81,64
Rubén Pardo,27,181,69,72,3200000,Right,SUB,68,73,62,62,68,48,70,73,73,75,55,74,65,41,56
F. Jensen,22,183,80,71,3300000,Right,SUB,68,67,51,68,68,56,75,61,40,75,70,67,68,66,75
K. Schindler,26,180,77,72,3300000,Right,SUB,68,65,45,72,72,48,70,56,41,68,88,70,78,68,73
Tiago Silva,27,170,62,72,3600000,Right,SUB,68,73,53,78,63,49,75,74,72,76,68,73,58,69,39
J. Menéndez,26,164,61,72,3700000,Left,SUB,68,63,34,65,67,46,71,65,47,75,89,67,67,73,35
C. Ikonomidis,25,180,73,72,3800000,Right,SUB,68,66,51,67,70,58,75,68,60,74,80,65,54,74,65
Juan Carlos,29,183,73,73,3800000,Right,SUB,68,73,57,69,73,49,74,65,70,75,63,71,58,72,58
A. Sigurðsson,21,177,75,71,3900000,Right,SUB,68,67,41,67,71,39,73,56,39,73,77,68,69,71,59
C. Akolo,25,172,72,72,3900000,Right,SUB,68,63,27,65,72,37,78,71,47,75,78,71,43,63,63
L. Melgarejo,29,177,75,73,3900000,Left,SUB,68,66,55,70,66,77,76,74,42,75,83,75,82,79,61
N. Okafor,20,185,85,71,4100000,Right,SUB,68,65,32,69,68,63,76,72,43,74,81,66,71,72,82
M. Abeid,27,178,77,73,4100000,Right,SUB,68,70,67,58,65,44,75,68,65,76,61,71,59,71,77
F. Angileri,26,184,84,73,4300000,Left,SUB,68,70,67,77,63,61,73,67,49,69,79,67,59,87,77
D. Okereke,22,181,77,72,4400000,Right,SUB,68,55,26,43,76,68,75,40,31,73,92,70,93,69,66
L. Piszczek,35,184,79,80,4500000,Right,SUB,68,74,81,77,64,77,71,80,47,74,74,82,82,72,78
L. Öztunalı,24,184,79,73,5000000,Right,SUB,68,67,45,67,66,54,80,78,72,75,71,72,66,68,73
G. Töre,28,176,70,74,5500000,Left,SUB,68,74,43,79,66,59,78,75,68,78,80,58,58,62,75
M. Damsgaard,19,180,71,73,6500000,Right,SUB,68,71,48,63,68,51,77,66,69,76,81,67,69,75,58
Vadillo,25,180,70,74,6500000,Right,SUB,68,68,34,72,67,55,81,67,72,79,86,66,69,60,48
J. Hendrick,28,183,84,75,6500000,Right,SUB,68,74,70,72,66,68,78,72,64,75,66,75,74,79,73
J. Carrascal,22,179,70,73,7000000,Right,SUB,68,70,41,67,69,46,81,75,71,75,71,71,67,65,40
K. Asamoah,31,173,75,76,7000000,Left,SUB,68,76,77,76,55,68,79,72,68,79,69,76,77,67,70
M. Albrighton,30,175,74,76,7500000,Right,SUB,68,76,59,83,67,45,77,80,73,77,68,74,61,78,60
F. Delph,30,174,78,77,7500000,Left,SUB,68,74,73,73,60,60,73,72,53,80,66,77,67,76,64
Hernâni,28,178,69,76,8000000,Left,SUB,68,68,29,72,64,55,84,74,69,78,91,71,63,66,58
D. Gray,24,180,74,75,8500000,Right,SUB,68,67,37,67,65,31,83,68,60,78,86,70,51,66,56
P. Olayinka,24,188,77,75,8500000,Right,SUB,68,70,54,75,69,70,75,73,64,73,80,72,76,88,72
Brahim,20,171,68,74,10000000,Right,SUB,68,65,29,60,69,30,82,72,47,81,74,70,65,54,35
M. Djenepo,22,177,65,75,10000000,Right,SUB,68,66,36,68,71,57,84,65,59,77,88,69,86,69,62
E. Eze,22,173,67,75,10000000,Right,SUB,68,70,47,63,71,49,81,62,56,77,76,70,69,77,68
Y. Herrera,22,184,77,75,10000000,Right,SUB,68,69,72,44,66,64,73,56,51,77,64,67,75,76,71
Pedrinho,22,172,65,75,10500000,Left,SUB,68,71,34,66,65,60,81,77,67,76,81,76,58,71,57
L. Bittencourt,26,170,62,77,10500000,Right,SUB,68,74,56,73,68,46,86,77,70,79,74,74,65,76,46
M. Lemina,26,184,85,77,10500000,Right,SUB,68,76,72,72,57,68,80,72,68,81,75,73,46,75,73
Bernard,27,164,60,78,11000000,Right,SUB,68,73,39,72,65,59,84,77,69,83,79,75,61,69,30
Yuri Berchiche,30,181,80,83,20500000,Left,SUB,68,76,80,82,61,75,72,80,55,80,84,80,85,86,80
R. Rep,30,177,72,69,1000000,Left,CAM,69,69,60,66,68,44,68,65,67,70,73,65,36,70,63
M. Kobylański,26,179,77,68,1100000,Right,CAM,69,68,40,68,68,48,67,71,75,69,72,68,74,63,58
M. Pucciarelli,29,174,64,70,1800000,Right,CAM,69,64,42,62,68,54,72,69,39,76,78,73,75,76,45
M. Seuntjens,28,187,81,70,1800000,Right,CAM,69,68,62,66,67,64,75,64,60,73,74,68,46,77,76
K. Molino,30,173,70,71,2200000,Right,CAM,69,66,49,63,71,61,75,68,63,73,71,73,69,72,65
Pietrson Mendes,24,173,64,72,3400000,Left,CAM,69,73,43,76,66,56,72,77,76,75,84,67,56,68,43
J. Ralls,26,178,70,72,3700000,Left,CAM,69,72,68,71,68,43,70,71,70,73,62,74,57,78,58
Ivo,33,173,65,75,3900000,Left,CAM,69,77,53,75,69,54,75,77,82,77,73,70,61,90,56
Alvildo Sousa,24,183,79,73,4400000,Right,CAM,69,72,30,73,62,61,74,71,72,75,65,82,55,71,77
Diego Lopes,26,171,64,73,4800000,Right,CAM,69,72,49,70,70,55,75,68,61,75,71,76,49,80,34
Allan Bardinho,28,175,72,74,5500000,Left,CAM,69,73,35,73,71,44,77,56,55,77,65,66,45,61,61
Nicolás Filhei,24,172,69,76,8500000,Right,CAM,69,76,57,65,69,66,75,71,65,77,69,81,70,53,42
N. Amiri,23,180,73,77,12000000,Right,CAM,69,78,56,79,69,44,85,76,71,82,64,75,66,76,65
A. Parmak,25,176,70,73,4900000,Right,CDM,69,72,72,67,63,63,73,79,70,74,77,72,45,78,68
E. Pérez,34,178,77,80,5500000,Right,CDM,69,77,77,68,64,65,77,69,63,79,67,78,73,77,77
Hernani,26,188,77,75,7500000,Right,CDM,69,68,74,53,63,66,73,63,78,74,64,73,61,67,68
T. Koopmeiners,22,183,77,78,13000000,Left,CDM,69,77,76,76,62,73,68,68,74,75,66,78,75,83,76
Fabinho,26,188,78,87,54500000,Right,CDM,69,79,85,75,63,75,76,71,53,82,68,84,75,88,81
M. Wakaso,29,171,72,72,3000000,Left,CM,69,69,73,71,63,60,71,67,63,71,88,78,83,81,81
A. Jansen,31,186,77,69,950000,Right,LAM,69,71,45,75,62,67,71,73,72,71,65,66,72,62,82
M. Ninković,35,180,76,74,2500000,Right,LAM,69,73,47,69,68,52,76,69,64,78,69,68,67,68,68
M. Rybus,30,173,75,74,4400000,Left,LB,69,72,70,75,66,47,72,77,76,70,76,71,74,74,60
L. Digne,26,178,74,84,31500000,Left,LB,69,80,80,87,60,71,78,83,83,83,78,83,92,85,69
Jordi Alba,31,170,68,86,32000000,Left,LB,69,81,78,85,73,70,81,80,63,84,88,82,80,88,61
P. Ruffaut,33,182,77,65,325000,Right,LCM,69,66,50,61,68,36,65,66,69,66,62,64,51,70,70
Paulo Mesqueira,32,175,71,68,675000,Left,LCM,69,71,64,72,63,58,68,68,70,69,52,60,58,74,66
C. Sierra,29,177,74,67,725000,Left,LCM,69,67,60,66,70,72,67,38,67,74,65,57,70,80,78
V. van Crooij,24,177,70,67,1000000,Right,LCM,69,61,37,63,69,53,68,69,66,67,78,64,71,81,58
R. Aliendro,29,177,68,69,1000000,Right,LCM,69,65,70,62,69,66,70,54,47,68,71,70,72,74,71
A. Grünwald,31,188,84,70,1500000,Left,LCM,69,71,56,67,69,58,68,76,72,75,54,69,69,81,82
S. Peeters,28,188,74,70,1800000,Left,LCM,69,74,60,72,62,63,68,81,78,72,59,68,67,72,67
Manu García,34,182,74,75,3200000,Left,LCM,69,72,77,65,68,70,69,58,56,73,51,78,75,75,73
Pozo,24,170,65,71,3300000,Right,LCM,69,71,61,65,70,57,75,65,64,76,69,67,54,65,59
R. Oshima,27,168,64,72,3500000,Right,LCM,69,70,64,65,65,34,70,76,66,73,80,72,77,82,50
T. Mangani,33,183,79,75,3900000,Left,LCM,69,77,70,69,63,66,68,74,78,77,51,71,68,77,70
Lucas Fernandes,22,175,67,72,4800000,Right,LCM,69,72,52,71,66,44,77,75,74,75,72,71,57,74,56
André André,30,174,70,75,6000000,Right,LCM,69,75,71,71,66,64,76,77,67,78,66,72,71,63,61
A. Guardado,33,169,67,78,6000000,Left,LCM,69,79,71,74,64,55,79,78,80,81,65,77,71,81,60
André Horta,23,175,62,75,9000000,Right,LCM,69,73,66,69,68,50,77,70,55,78,71,76,67,74,63
O. Kökçü,19,175,70,75,10500000,Right,LCM,69,76,53,73,66,41,75,75,70,77,69,71,58,80,65
R. Freuler,28,180,80,78,10500000,Right,LCM,69,75,72,72,65,41,77,60,70,79,66,80,56,83,64
Dani García,30,180,80,79,11500000,Right,LCM,69,73,79,55,69,46,72,61,57,80,46,81,64,91,80
André Gomes,26,188,84,79,14500000,Right,LCM,69,78,70,65,64,69,78,81,67,82,61,75,59,71,79
R. Martínez,37,184,81,70,575000,Right,LDM,69,72,57,66,68,55,70,75,55,72,49,70,62,53,67
Sergio Tejera,30,180,75,70,1500000,Left,LDM,69,69,66,67,67,58,70,73,72,69,67,70,63,80,70
Souza,32,183,75,71,1800000,Right,LDM,69,71,66,67,66,60,69,69,76,73,65,75,65,80,73
J. Moder,21,188,78,69,2000000,Right,LDM,69,67,63,58,65,56,66,68,69,69,61,71,63,75,76
A. Kara,27,186,84,70,2000000,Right,LDM,69,69,64,61,62,72,67,66,75,67,66,65,65,89,83
Ki Sung Yueng,31,189,75,72,2700000,Right,LDM,69,76,63,72,64,69,70,75,76,76,54,65,68,62,70
K. McLean,28,183,70,72,3100000,Left,LDM,69,70,64,54,66,59,70,63,70,71,65,71,74,77,71
Elias Fontoira,24,186,74,74,5500000,Right,LDM,69,74,73,70,69,66,74,74,75,75,69,76,75,73,69
T. Cleverley,30,175,67,75,6000000,Right,LDM,69,75,61,74,64,48,74,59,62,75,64,77,61,68,61
C. McGregor,27,174,74,77,9000000,Left,LDM,69,74,71,67,70,44,76,74,65,81,79,72,54,92,68
F. Neuhaus,23,183,74,79,17500000,Right,LDM,69,76,64,65,65,60,81,73,41,83,61,80,54,80,65
T. Souček,25,192,86,81,21500000,Right,LDM,69,73,80,69,68,79,74,63,53,76,69,79,78,92,83
N. Fröling,20,180,80,66,1300000,Right,LF,69,56,37,59,65,46,65,35,46,63,78,65,79,81,78
G. Bosca,30,169,68,66,600000,Left,LM,69,59,28,64,73,44,69,59,56,70,73,49,52,53,48
B. Pranter,30,181,77,67,725000,Right,LM,69,66,50,61,67,62,65,54,73,66,70,63,68,70,70
R. Lod,27,181,82,70,1900000,Left,LM,69,70,53,66,67,56,70,72,66,73,70,66,56,68,70
J. Zmrhal,26,189,83,72,3300000,Left,LM,69,69,58,73,66,59,69,65,55,71,83,70,50,74,65
E. Alioski,28,172,63,73,3400000,Left,LM,69,68,65,72,69,64,67,63,64,69,79,71,84,91,61
Y. Asad,25,178,82,72,3700000,Right,LM,69,67,55,65,70,48,75,77,68,72,71,62,68,80,60
Thio Rolim,24,169,67,73,4400000,Left,LM,69,69,39,77,70,55,76,53,54,71,80,68,59,56,53
M. Chouiar,21,177,75,73,5500000,Right,LM,69,70,38,70,73,63,76,70,73,76,74,64,59,71,63
N. Sliti,27,173,75,74,6000000,Right,LM,69,71,34,70,67,49,77,70,69,77,72,72,67,75,67
J. Jankto,24,180,74,74,7500000,Left,LM,69,71,67,70,66,68,75,70,50,75,75,72,59,69,58
D. Lazović,29,181,66,76,7500000,Right,LM,69,72,61,76,67,54,78,66,74,78,88,68,44,82,39
J. Brekalo,22,175,70,76,11000000,Right,LM,69,70,36,74,65,45,85,72,60,80,69,75,63,66,49
S. Kutschke,31,194,95,66,575000,Right,LS,69,44,38,38,70,76,51,37,29,55,50,69,45,69,90
C. Santos,32,184,79,68,725000,Left,LS,69,65,42,64,69,72,64,77,71,66,66,68,83,73,77
H. Goya,26,177,68,68,1100000,Right,LS,69,52,28,58,74,67,62,50,45,65,68,65,72,71,64
M. Rayhi,26,178,76,68,1100000,Right,LS,69,64,49,68,65,54,74,71,68,71,77,64,58,73,68
C. Riaño,31,177,75,70,1600000,Right,LS,69,62,23,57,69,74,68,55,34,71,72,67,65,70,73
F. Di Santo,31,193,88,71,2100000,Right,LS,69,68,45,62,66,71,71,69,49,72,69,76,60,69,77
S. Abdullahi,23,185,86,70,2400000,Right,LS,69,54,20,62,68,61,72,47,32,71,85,71,64,66,90
M. Konaté,27,183,78,71,2500000,Right,LS,69,55,23,60,71,76,71,46,55,70,80,74,87,66,73
R. Leipertz,27,183,82,71,2500000,Left,LS,69,63,35,65,71,56,70,62,41,72,74,64,68,90,69
Y. Kubo,26,178,73,72,3700000,Right,LS,69,67,41,64,70,51,75,70,71,74,71,67,80,67,57
J. Wind,21,190,82,72,5000000,Right,LS,69,63,33,56,69,71,73,62,51,75,71,70,71,68,82
P. Schürpf,30,190,85,67,725000,Left,LW,69,64,61,65,69,69,60,62,60,64,70,65,60,72,78
Samuel Dias,20,170,69,65,800000,Right,LW,69,55,30,54,67,62,66,58,46,70,69,68,45,63,40
S. Córdova,22,188,87,70,2700000,Right,LW,69,54,24,37,69,65,72,63,40,68,72,68,54,55,78
Carlos Júnior,24,172,66,71,3000000,Right,LW,69,63,30,64,70,68,72,47,42,74,72,73,74,68,42
P. Mouche,32,177,72,73,3100000,Left,LW,69,69,27,68,69,67,75,67,72,73,72,72,75,70,71
M. Tanković,25,180,74,73,5000000,Right,LW,69,69,37,67,71,63,74,68,59,75,74,69,75,80,67
Prazeracinho,20,172,70,78,11500000,Left,LW,69,77,45,82,74,49,82,69,64,77,75,78,69,58,49
Júnior Morais,33,176,77,73,1800000,Left,LWB,69,67,68,71,68,59,71,59,62,71,72,71,59,72,74
T. Murg,25,174,70,72,3800000,Left,RAM,69,68,40,67,69,34,72,76,73,74,78,70,85,68,65
M. Okugawa,24,177,62,74,7500000,Left,RAM,69,68,29,70,71,65,78,62,60,76,83,67,45,70,32
R. Orsolini,23,183,73,75,10500000,Left,RAM,69,73,39,77,64,52,81,80,68,82,78,72,59,68,60
C. Maggio,38,184,79,74,1000000,Right,RB,69,69,72,74,67,72,70,71,55,74,70,71,82,79,77
G. Di Lorenzo,26,183,83,76,8000000,Right,RB,69,71,75,76,68,71,75,69,69,73,71,75,75,78,72
D. Suárez,32,173,68,80,9000000,Right,RB,69,74,78,81,64,71,74,74,70,76,76,76,80,79,74
Jesús Navas,34,172,60,84,11000000,Right,RB,69,79,80,83,66,75,84,82,46,83,84,84,63,81,39
F. Schär,28,188,84,78,10500000,Right,RCB,69,71,79,65,63,80,68,65,66,73,61,77,88,75,78
H. Medunjanin,35,188,76,71,750000,Left,RCM,69,75,63,66,61,51,73,80,78,74,51,74,67,68,72
L. Garritano,26,172,67,69,1300000,Right,RCM,69,70,53,66,67,54,74,69,73,74,89,66,75,73,56
G. Acosta,31,185,84,70,1500000,Right,RCM,69,68,59,60,67,58,71,73,52,69,66,74,80,86,70
S. Larsson,35,178,70,73,1700000,Right,RCM,69,77,66,80,64,66,65,84,80,73,54,76,71,86,62
Durval Dutría,28,177,76,72,3100000,Right,RCM,69,70,69,61,67,76,73,64,60,75,71,63,72,81,75
A. Schöpf,26,178,74,72,3700000,Right,RCM,69,71,63,71,70,44,76,69,61,75,64,72,62,91,65
O. El Kaddouri,29,185,82,73,3900000,Right,RCM,69,74,57,73,62,70,76,76,71,78,73,68,70,70,77
R. Doan,22,172,70,73,6000000,Left,RCM,69,71,39,70,66,45,75,67,67,78,73,70,40,76,56
O. Özyakup,27,180,75,75,7000000,Right,RCM,69,78,61,76,62,50,78,80,75,80,66,70,71,72,59
Evander,22,179,72,74,8500000,Right,RCM,69,72,56,69,66,51,81,73,68,77,67,68,57,75,49
J. Howson,32,180,77,70,1100000,Right,RDM,69,68,70,63,64,60,71,66,61,73,64,71,72,86,66
A. Fernández,34,177,71,75,3200000,Right,RDM,69,75,72,70,67,65,74,68,64,80,62,62,63,67,68
K. Malong,24,180,79,76,9500000,Right,RDM,69,70,70,69,63,54,76,62,40,74,86,74,76,77,85
X. Schlager,22,174,76,76,10500000,Left,RDM,69,71,65,59,64,44,75,70,60,77,64,79,60,85,71
J. Bostock,28,188,84,69,925000,Left,RES,69,70,63,69,66,61,69,68,75,71,63,66,73,71,75
Y. Merdji,26,174,69,67,975000,Right,RES,69,60,18,62,72,55,71,45,30,69,76,60,90,69,68
Aitor Ruibal,24,176,75,67,1100000,Right,RES,69,61,26,60,69,56,67,43,40,69,69,65,40,64,61
F. Malbašić,27,182,79,69,1100000,Right,RES,69,65,35,69,70,51,71,70,64,70,88,70,68,68,72
S. Gassama,25,190,88,68,1200000,Left,RES,69,47,32,38,72,78,63,40,35,62,64,65,72,69,83
U. Nayir,27,191,75,69,1200000,Right,RES,69,45,23,47,73,76,62,32,45,70,56,70,70,63,84
R. Bajić,26,189,80,69,1300000,Left,RES,69,54,24,45,72,72,64,65,68,70,55,60,43,64,80
J. Siebatcheu,24,190,84,69,1400000,Right,RES,69,58,29,52,72,70,64,58,43,70,62,68,71,69,78
Antoñín,20,182,71,68,1600000,Right,RES,69,56,23,52,72,65,74,42,40,69,74,64,60,60,52
A. Kutucu,20,181,76,68,2000000,Right,RES,69,55,41,43,70,60,69,53,46,67,69,64,63,63,67
Diego Farías,30,173,66,71,2300000,Right,RES,69,68,38,66,70,64,78,65,65,77,81,73,70,58,40
F. Mancuello,31,175,70,72,2700000,Left,RES,69,74,62,74,68,62,67,76,75,70,73,75,58,74,69
Alex Pozo,21,173,62,70,2800000,Right,RES,69,67,66,72,70,67,74,59,52,71,72,68,62,68,37
Y. Benzia,25,179,71,71,3000000,Right,RES,69,70,45,66,69,64,77,77,71,72,65,66,81,69,58
B. Ndiaye,29,180,76,72,3000000,Right,RES,69,70,71,63,65,55,75,78,65,74,85,72,75,86,77
J. Cádiz,24,191,85,72,4200000,Right,RES,69,52,31,46,72,73,73,38,26,70,67,74,57,79,77
Y. Bolasie,31,185,84,75,6000000,Right,RES,69,68,34,72,66,69,80,65,49,81,80,73,85,68,79
M. Doumbia,25,173,68,74,6500000,Right,RES,69,69,38,69,68,42,77,66,62,75,82,68,70,74,62
Y. González,25,184,81,75,8000000,Right,RES,69,66,52,70,70,72,70,70,38,71,93,73,84,83,82
Gabriel Martinelli,19,180,69,74,9500000,Right,RES,69,62,44,66,74,68,76,70,49,75,86,73,43,76,61
V. Moses,29,177,77,78,10000000,Right,RES,69,74,73,76,67,70,82,75,61,81,76,76,66,79,68
João Mário,27,179,73,80,16500000,Right,RES,69,80,64,76,64,55,84,74,67,85,68,73,62,77,65
M. Özil,31,180,71,82,19500000,Left,RES,69,85,24,81,68,51,82,84,75,88,61,81,45,62,56
Edgar Costa,33,178,73,69,650000,Right,RM,69,67,46,68,65,56,73,75,74,71,68,65,68,67,69
Elady,29,176,75,68,875000,Left,RM,69,65,39,68,74,75,68,60,64,69,64,65,73,65,68
R. Grange,31,177,71,70,1600000,Right,RM,69,69,37,68,66,29,66,71,74,69,72,69,78,77,63
J. Berget,29,186,81,70,1700000,Right,RM,69,65,59,69,69,62,65,62,64,67,80,67,46,92,73
A. Ienaga,34,173,70,73,2000000,Left,RM,69,72,38,68,68,61,73,69,60,75,72,63,65,68,66
J. Añor,26,176,67,71,2800000,Left,RM,69,72,43,73,66,52,71,69,77,72,69,64,59,68,57
Luisinho,29,176,67,72,3000000,Right,RM,69,67,27,66,71,59,76,69,65,74,74,65,63,64,63
T. Nakagawa,27,161,57,72,3300000,Right,RM,69,65,41,64,71,35,75,70,45,72,84,65,86,74,30
